wmt_article,wmt_line,wmt_article_name,src,mt,human_a,human_b
52,712,ifeng0812.news.49765658_0,王镇近两个赛季状态突出，去年北京田径世锦赛收获银牌，今年5月团体竞走世锦赛上又升级个人项目冠军。,"Wang has been in outstanding form for the past two seasons, winning a silver medal at the Athletics World Championships in Beijing last year and upgrading his individual event title at the Group Walking World Championships in May.","Wang Zhen has exhibited outstanding performance for the last 2 seasons, winning a silver medal in the IAAF World Championships in Athletics in Beijing last year and became a personal event champion in the Group IAAF Race Walking Challenge in May this year.",Wang Zhen was dominant in the past two seasons. She won a silver medal in the Beijing World Track and Field Championships last year and also won an individual championship in May this year.
53,713,ifeng0812.news.49765687_0,据外媒报道，27岁的韩国射箭女选手张慧珍在女子射箭个人赛中获得金牌，继团体赛后再获奥运会金牌，成为双冠王。,"Zhang Huizhen, a 27-year-old female archer from South Korea, won a gold medal in the women's individual archery event, winning the Olympic gold medal after the team event and becoming a double champion, foreign media reported.",Foreign media reported that 27-year-old archer Chang Hye-jin won the gold medal for the women's individual archery event after clinching a gold medal in the team event. She is now a double champion.,
53,714,ifeng0812.news.49765687_0,张慧珍被认为是一名大器晚成的选手，她曾遗憾未获上届伦敦奥运会的入场券，如今却骄傲地站在了里约奥运的最高领奖台上。,"Regarded as a late contender, Zhang Huizhen, who regretted not getting a ticket to the last London Olympics, is now proudly standing on the top podium of the Rio Olympics.","Zhang Huizhen is regarded as an athlete who achieved her glories late in her career. She was once unable to enter the London Olympics, but finally made it to the prestigious podium for the Rio Olympics.",
53,715,ifeng0812.news.49765687_0,张惠珍在在巴西里约桑巴大道体育馆举行的女子射箭个人赛决赛中以总比分6-2击败德国的丽萨·翁鲁，获得了金牌。,"Zhang Huizhen won the gold medal by beating Germany's Lisa Onlu 6-2 in the final of the women's archery individual event at the Samba Boulevard Stadium in Rio de Janeiro, Brazil.","In the women's archery singles held at the Rio's Samba Stadium in Brazil, Zhang Huizhen defeated Lisa Unruh from Germany with a total score of 6-2.",
53,716,ifeng0812.news.49765687_0,她在小学四年级时才第一次射箭，直到27岁的2014年才在世界杯赛上首次获得个人赛金牌，是一位成名较晚的选手。,"She did not shoot her first arrow until she was in fourth grade in primary school, and it was only in 2014, at the age of 27, that she won her first individual gold medal at the World Cup, a late starter.","An athlete who attained fame later than most others, she shot her first arrow only when she was in Primary 4, and only received her first individual gold medal at the world cup tournament in 2014 when she was 27 years old.",
53,717,ifeng0812.news.49765687_0,张惠珍回忆道，“上中学以前没有什么水平，以至于无法参加全国的比赛。,"""There was no level before middle school, so that you couldn't compete in the national competition,"" Zhang recalled.","Chang Hye-jin reminisced: ""There was little quality before junior high school, and provided no opportunities in joining national competitions.",
53,718,ifeng0812.news.49765687_0,张惠珍在四年前的伦敦奥运会选手选拔赛上仅获第四名，憾失奥运入场券，只能坐视同事兼好友奇甫倍夺两枚金牌。,"Zhang Huizhen, who finished fourth in the London Olympic trials four years ago, had to sit back and watch her colleague and friend Chi-fu win two gold medals.","Chang Hye-jin has only obtained the 4th place during the qualifiers for the London Olympics, and missed her chance to attend the event. She could only sit by and watch her colleague and friend Ki Bo-Bae winning 2 gold medals.",
53,719,ifeng0812.news.49765687_0,张惠珍在女子射箭个人赛颁奖仪式结束后谈了自己的夺金感言，“直至最后都是尽可能地一发一发地射箭，可能是这带来了好结果，心满意足。,"Zhang Huizhen talked about her comments on winning gold at the end of the awards ceremony of the Women's Archery Individual Competition. ""Up to the end, she shot as many shots as she could, which may have brought good results and contentment.","After the medal ceremony for the women's individual archery event, Chang Hye-jin expressed her feelings about winning the gold medal, ""Up to the very last, I did my best at every arrow I shot. Perhaps this led to good results. I'm very happy.""",
53,720,ifeng0812.news.49765687_0,28岁的韩国射箭“一姐”、伦敦奥运会射箭个人赛金牌获得者奇甫倍获得了铜牌。,"Kifubi, a 28-year-old South Korean archer and gold medalist in the individual archery competition at the London Olympics, won the bronze medal.","The Bronze Medal was won by the 28-year-old Bo-bae, known as No. 1 Archer Lady in South Korea and the gold medal winner of archery in the London Olympic Games.",
53,721,ifeng0812.news.49765687_0,奇甫倍在半决赛中输给张惠珍，与墨西哥选手亚力杭德拉·瓦伦西亚展开铜牌争夺。,Chippee lost to Zhang Huizhen in the semifinals to compete for the bronze medal with Mexico's Alejandra Valencia.,"Ki Bo-Bae lost to Chang Hye-jin in the semi-finals, and was then matched up against the Mexican athlete Alejandra Valencia.",
